timestamp,actual_load_x,actual_load_y,drone1_pose_x,drone1_pose_y,drone1_pose_z,drone1_velocity_x,drone1_velocity_y,drone1_velocity_z,cable1_tension,drone1_control_x,drone1_control_y,drone1_control_z,attachment_point1_x,attachment_point1_y,drone2_pose_x,drone2_pose_y,drone2_pose_z,drone2_velocity_x,drone2_velocity_y,drone2_velocity_z,cable2_tension,drone2_control_x,drone2_control_y,drone2_control_z,attachment_point2_x,attachment_point2_y,drone3_pose_x,drone3_pose_y,drone3_pose_z,drone3_velocity_x,drone3_velocity_y,drone3_velocity_z,cable3_tension,drone3_control_x,drone3_control_y,drone3_control_z,attachment_point3_x,attachment_point3_y,drone4_pose_x,drone4_pose_y,drone4_pose_z,drone4_velocity_x,drone4_velocity_y,drone4_velocity_z,cable4_tension,drone4_control_x,drone4_control_y,drone4_control_z,attachment_point4_x,attachment_point4_y
1756810443.148739,-0.090238,0.000688,-1.300489,-0.025170,0.336544,-0.091461,-0.006519,0.018180,0.077707,-0.444114,-0.015950,-0.070799,-0.290237,0.000022,-0.952278,0.791176,0.305818,-0.069512,0.027089,0.006316,0.078516,-0.354067,0.276474,0.026551,-0.290237,0.000022,-1.188696,-0.443266,0.366334,-0.095317,-0.018089,0.031601,0.078445,-0.420321,-0.149893,-0.058124,-0.290237,0.000022,-1.209945,0.398258,0.426841,-0.073529,0.031426,-0.010111,0.077854,-0.422583,0.141348,0.062906,-0.290237,0.000022
1756810443.373739,-0.103512,0.000688,-1.315107,-0.026237,0.339345,-0.090902,-0.006350,0.017766,0.078164,-0.443790,-0.014124,-0.073193,-0.303511,0.000022,-0.962718,0.795590,0.306605,-0.061710,0.023850,0.002738,0.078934,-0.352156,0.277534,0.038308,-0.303511,0.000022,-1.202655,-0.444110,0.368007,-0.068675,-0.012278,0.004980,0.078771,-0.422504,-0.153147,0.023243,-0.303511,0.000022,-1.221443,0.402195,0.426892,-0.083137,0.019727,0.019144,0.077816,-0.426166,0.142573,-0.023956,-0.303511,0.000022
1756810443.592386,-0.117811,0.000688,-1.327609,-0.027059,0.341769,-0.089792,-0.005628,0.017697,0.077778,-0.443270,-0.011693,-0.076734,-0.317810,0.000022,-0.971519,0.798616,0.306646,-0.065296,0.023389,-0.000711,0.078602,-0.348051,0.280757,0.050534,-0.317810,0.000022,-1.213035,-0.447508,0.368789,-0.072982,-0.035026,0.000857,0.078289,-0.421260,-0.153979,0.036496,-0.317810,0.000022,-1.234121,0.405269,0.430207,-0.100510,0.015389,0.027396,0.077925,-0.423818,0.142100,-0.052005,-0.317810,0.000022
1756810443.820856,-0.130153,0.000688,-1.340244,-0.027929,0.344232,-0.091224,-0.006892,0.018588,0.077952,-0.442151,-0.013945,-0.082524,-0.330152,0.000022,-0.980385,0.802300,0.306652,-0.062794,0.026894,0.005269,0.078759,-0.344663,0.287702,0.031073,-0.330152,0.000022,-1.222066,-0.452015,0.369676,-0.065631,-0.024189,0.028759,0.078099,-0.420379,-0.151219,-0.054129,-0.330152,0.000022,-1.248974,0.404112,0.431566,-0.094749,-0.008005,-0.008907,0.078485,-0.423466,0.140535,0.058704,-0.330152,0.000022
1756810444.062482,-0.145196,0.000688,-1.354910,-0.028960,0.347212,-0.092239,-0.005734,0.017813,0.077968,-0.441851,-0.010243,-0.084671,-0.345195,0.000022,-0.990892,0.806432,0.307771,-0.065356,0.025397,0.003350,0.078864,-0.340610,0.291768,0.037276,-0.345195,0.000022,-1.236534,-0.455253,0.375766,-0.100165,-0.007828,0.025081,0.078628,-0.421313,-0.150732,-0.048017,-0.345195,0.000022,-1.261568,0.406940,0.430371,-0.073300,0.031614,-0.002721,0.078105,-0.423969,0.145129,0.041250,-0.345195,0.000022
1756810444.286652,-0.161289,0.000688,-1.369640,-0.029874,0.349776,-0.091681,-0.006193,0.014527,0.077710,-0.442988,-0.005169,-0.079035,-0.361288,0.000022,-1.001019,0.810548,0.307774,-0.064340,0.025664,-0.001457,0.078706,-0.335823,0.294592,0.054587,-0.361288,0.000022,-1.249960,-0.456727,0.376699,-0.070322,-0.031842,-0.000439,0.078224,-0.422535,-0.150598,0.036503,-0.361288,0.000022,-1.274346,0.412215,0.431270,-0.085500,0.027361,0.018776,0.077898,-0.422351,0.152832,-0.027642,-0.361288,0.000022
1756810444.509172,-0.173430,0.000688,-1.382368,-0.030656,0.351856,-0.090589,-0.005028,0.015978,0.077948,-0.441472,-0.000433,-0.087323,-0.373429,0.000022,-1.010002,0.813899,0.307576,-0.062529,0.023460,0.000432,0.078863,-0.333427,0.298263,0.049083,-0.373429,0.000022,-1.259741,-0.461453,0.377164,-0.070887,-0.033376,0.010146,0.078279,-0.424867,-0.148446,0.000437,-0.373429,0.000022,-1.286628,0.415186,0.434540,-0.083258,0.014142,0.027340,0.078429,-0.420126,0.150328,-0.058415,-0.373429,0.000022
1756810444.736767,-0.186904,0.000688,-1.395100,-0.031409,0.354141,-0.090643,-0.005544,0.015872,0.077848,-0.440794,-0.000488,-0.090615,-0.386903,0.000022,-1.018647,0.817450,0.307685,-0.061709,0.025621,-0.000090,0.078803,-0.352383,0.275232,0.051174,-0.386903,0.000022,-1.269209,-0.465868,0.379338,-0.076195,-0.028005,0.028074,0.078004,-0.431662,-0.110071,-0.064029,-0.386903,0.000022,-1.298291,0.415659,0.437421,-0.096195,-0.015284,0.010021,0.078220,-0.417882,0.166965,-0.004722,-0.386903,0.000022
1756810444.944043,-0.202110,0.000688,-1.409820,-0.032312,0.356544,-0.092723,-0.005417,0.014090,0.077817,-0.440544,0.016266,-0.090735,-0.402109,0.000022,-1.028690,0.821680,0.307497,-0.061973,0.027462,-0.002317,0.078826,-0.321338,0.309230,0.060684,-0.402109,0.000022,-1.284442,-0.467901,0.383980,-0.099957,-0.003175,0.019095,0.078475,-0.427329,-0.135955,-0.038191,-0.402109,0.000022,-1.312722,0.415735,0.439483,-0.098534,-0.002781,0.023497,0.078161,-0.419902,0.153218,-0.052167,-0.402109,0.000022
1756810445.183009,-0.216595,0.000688,-1.422844,-0.032950,0.358360,-0.092473,-0.003630,0.012016,0.077507,-0.440799,0.028467,-0.086358,-0.416593,0.000022,-1.037458,0.825653,0.307034,-0.063731,0.027855,-0.004674,0.078712,-0.349893,0.274357,0.069916,-0.416593,0.000022,-1.296270,-0.470253,0.384614,-0.069913,-0.032878,-0.006243,0.078184,-0.437362,-0.091657,0.053417,-0.416593,0.000022,-1.326786,0.417440,0.440469,-0.085157,0.038726,-0.008587,0.078291,-0.411805,0.172981,0.054916,-0.416593,0.000022
1756810445.379063,-0.228822,0.000688,-1.435662,-0.033445,0.359967,-0.091039,-0.003879,0.011625,0.077728,-0.438485,0.045626,-0.090659,-0.428821,0.000022,-1.046014,0.829312,0.306390,-0.058350,0.025303,-0.002971,0.078870,-0.354519,0.268986,0.067052,-0.428821,0.000022,-1.305477,-0.474859,0.384556,-0.066648,-0.027509,0.014550,0.078071,-0.439513,-0.093860,-0.023278,-0.428821,0.000022,-1.337062,0.422476,0.439937,-0.078134,0.021361,0.008750,0.078317,-0.408710,0.188376,-0.003153,-0.428821,0.000022
1756810445.558976,-0.241607,0.000688,-1.448305,-0.034017,0.361706,-0.091319,-0.003005,0.013840,0.077762,-0.437932,0.004292,-0.103663,-0.441606,0.000022,-1.054449,0.832532,0.306155,-0.062518,0.023451,0.000025,0.078842,-0.319703,0.311537,0.057100,-0.441606,0.000022,-1.316177,-0.478777,0.388164,-0.086744,-0.021703,0.029791,0.078266,-0.424843,-0.120887,-0.086068,-0.441606,0.000022,-1.349945,0.422788,0.441617,-0.101762,-0.009733,0.007283,0.078470,-0.418216,0.166269,0.000227,-0.441606,0.000022
1756810445.751139,-0.253785,0.000688,-1.459419,-0.034169,0.363262,-0.093569,-0.001052,0.012107,0.077543,-0.433327,0.063785,-0.103561,-0.453784,0.000022,-1.061817,0.835850,0.306107,-0.060169,0.031058,0.000168,0.078776,-0.333984,0.295876,0.058455,-0.453784,0.000022,-1.328103,-0.479969,0.390596,-0.099552,-0.005707,0.006733,0.078475,-0.440490,-0.092026,-0.000660,-0.453784,0.000022,-1.361892,0.422312,0.440720,-0.092927,-0.003897,-0.014334,0.078302,-0.419504,0.143301,0.078212,-0.453784,0.000022
1756810446.022560,-0.266101,0.000688,-1.470702,-0.034319,0.364703,-0.093445,-0.000152,0.011059,0.077047,-0.437730,-0.059955,-0.090871,-0.466100,0.000022,-1.069289,0.839456,0.306045,-0.063922,0.027515,-0.002890,0.078620,-0.251427,0.368153,0.064061,-0.466100,0.000022,-1.338315,-0.481220,0.390492,-0.079425,-0.016257,-0.004008,0.078227,-0.444502,-0.055036,0.043251,-0.466100,0.000022,-1.372953,0.423404,0.440188,-0.089095,0.027637,0.001194,0.077911,-0.440354,0.092997,0.022040,-0.466100,0.000022
1756810446.193793,-0.281668,0.000691,-1.487308,-0.033986,0.366651,-0.091139,0.001812,0.011603,0.077675,-0.439237,-0.020467,-0.099524,-0.481667,0.000024,-1.080356,0.843357,0.305374,-0.059248,0.021186,-0.001364,0.078880,-0.288855,0.338936,0.065118,-0.481667,0.000024,-1.351153,-0.484945,0.390706,-0.074080,-0.020515,0.021326,0.078022,-0.441238,-0.063472,-0.061488,-0.481667,0.000024,-1.386363,0.429598,0.440775,-0.078234,0.011964,0.021537,0.078260,-0.422381,0.148081,-0.050010,-0.481667,0.000024
1756810446.334320,-0.290786,0.000694,-1.496382,-0.034102,0.367993,-0.091441,0.000140,0.015548,0.077718,-0.420270,0.087960,-0.135401,-0.490785,0.000028,-1.086188,0.845695,0.305284,-0.058635,0.025222,0.000017,0.078855,-0.338675,0.289547,0.063282,-0.490785,0.000028,-1.359173,-0.487116,0.393582,-0.087549,-0.017580,0.033987,0.078202,-0.432933,-0.006993,-0.122588,-0.490785,0.000028,-1.395048,0.430269,0.443077,-0.090271,0.004966,0.018174,0.078364,-0.382408,0.273164,-0.043840,-0.490785,0.000028
1756810446.471040,-0.300471,0.000694,-1.505589,-0.033724,0.369350,-0.092526,0.006074,0.011370,0.077642,-0.416491,0.116861,-0.124014,-0.500470,0.000028,-1.092193,0.848376,0.305234,-0.060816,0.028319,-0.001530,0.078861,-0.346203,0.278861,0.069859,-0.500470,0.000028,-1.369176,-0.487630,0.396882,-0.108756,0.008502,0.026508,0.078504,-0.438871,0.017680,-0.097877,-0.500470,0.000028,-1.404059,0.430569,0.444167,-0.089100,0.001372,0.004886,0.078302,-0.355966,0.275229,0.006214,-0.500470,0.000028
1756810446.636221,-0.308849,0.000694,-1.513049,-0.032848,0.370476,-0.095297,0.006723,0.018744,0.077433,-0.407544,0.103460,-0.160326,-0.508847,0.000028,-1.097161,0.850591,0.305086,-0.063942,0.026246,-0.000655,0.078808,-0.318566,0.310446,0.068113,-0.508847,0.000028,-1.377907,-0.486798,0.397762,-0.106783,0.003072,-0.003828,0.078514,-0.447417,0.031956,0.036016,-0.508847,0.000028,-1.411317,0.430498,0.444692,-0.094035,0.003861,0.009992,0.078058,-0.384022,0.234099,-0.015008,-0.508847,0.000028
1756810446.842643,-0.320669,0.000694,-1.524610,-0.032923,0.372613,-0.095740,-0.005413,0.015111,0.077495,-0.408460,0.111796,-0.152180,-0.520668,0.000028,-1.103914,0.854508,0.304843,-0.053514,0.031315,-0.004859,0.078368,-0.330703,0.300356,0.063351,-0.520668,0.000028,-1.388232,-0.487733,0.396679,-0.075113,-0.010281,-0.008369,0.078293,-0.417559,0.157332,0.058188,-0.520668,0.000028,-1.423193,0.431233,0.445621,-0.100043,0.002719,0.005124,0.078121,-0.355785,0.275940,0.003684,-0.520668,0.000028
1756810447.052164,-0.334304,0.000709,-1.537743,-0.033503,0.374685,-0.090384,0.004805,0.012205,0.077422,-0.397826,0.145755,-0.151660,-0.534302,0.000043,-1.111310,0.858653,0.304413,-0.055066,0.027677,0.000386,0.078782,-0.262465,0.359445,0.066484,-0.534302,0.000043,-1.398677,-0.489713,0.397385,-0.075827,-0.016842,0.022562,0.077834,-0.348244,0.271972,-0.085380,-0.534302,0.000043,-1.437109,0.431118,0.446242,-0.091404,0.020356,-0.004611,0.078273,-0.374184,0.246388,0.042221,-0.534302,0.000043
1756810447.238057,-0.344887,0.000712,-1.548387,-0.032473,0.376014,-0.088772,0.015514,0.009442,0.077487,-0.374032,0.204081,-0.144750,-0.544886,0.000045,-1.118326,0.861717,0.304402,-0.061675,0.021610,-0.000492,0.078889,-0.285820,0.341149,0.066694,-0.544886,0.000045,-1.410243,-0.489632,0.401328,-0.107494,0.012620,0.031505,0.078262,-0.259984,0.341581,-0.135079,-0.544886,0.000045,-1.446450,0.435042,0.445115,-0.073409,0.032859,-0.005425,0.078323,-0.355311,0.272113,0.047053,-0.544886,0.000045
1756810447.488309,-0.355886,0.000738,-1.559113,-0.030164,0.376891,-0.090586,0.022668,0.007509,0.077430,-0.362757,0.222276,-0.146641,-0.555885,0.000072,-1.125720,0.864390,0.304340,-0.063874,0.023910,-0.000925,0.078850,-0.201927,0.396778,0.065746,-0.555885,0.000072,-1.423013,-0.486750,0.403915,-0.114589,0.032810,0.008145,0.078467,0.013433,0.448915,-0.028547,-0.555885,0.000072,-1.456635,0.437431,0.445002,-0.096626,0.005386,-0.000954,0.078342,-0.345164,0.287264,0.029143,-0.555885,0.000072
1756810447.689490,-0.373471,0.000831,-1.575496,-0.027688,0.377799,-0.089078,0.011935,0.002234,0.077167,-0.204643,0.379967,-0.127734,-0.573470,0.000164,-1.136761,0.869597,0.303532,-0.057559,0.029164,-0.004604,0.078691,-0.228961,0.381856,0.067308,-0.573470,0.000164,-1.440118,-0.482386,0.401751,-0.072857,0.014357,-0.020620,0.077888,0.223669,0.378769,0.095782,-0.573470,0.000164,-1.473102,0.440947,0.442739,-0.079810,0.032374,-0.012609,0.078182,-0.258650,0.361336,0.071535,-0.573470,0.000164
1756810447.919706,-0.382281,0.000995,-1.585860,-0.025820,0.378038,-0.083609,0.022088,0.004232,0.077612,-0.075503,0.420959,-0.139980,-0.582280,0.000328,-1.142950,0.873467,0.303223,-0.049651,0.035743,0.000688,0.078843,-0.177472,0.408231,0.066054,-0.582280,0.000328,-1.447906,-0.479962,0.400336,-0.062740,0.031603,0.007964,0.077494,0.223244,0.390282,-0.020787,-0.582280,0.000328,-1.482487,0.444784,0.441284,-0.074011,0.035176,-0.010940,0.078497,-0.271963,0.349807,0.078630,-0.582280,0.000328
1756810448.061197,-0.393093,0.001621,-1.598230,-0.020879,0.378022,-0.073826,0.034388,-0.001955,0.078193,-0.118113,0.419090,-0.113640,-0.593092,0.000954,-1.151801,0.879046,0.303144,-0.056819,0.033850,-0.000603,0.078573,-0.185003,0.403129,0.075917,-0.593092,0.000954,-1.461029,-0.472231,0.402970,-0.083814,0.066732,0.004603,0.078060,0.209975,0.397884,-0.010301,-0.593092,0.000954,-1.493198,0.450788,0.439765,-0.071412,0.029237,-0.003145,0.078535,-0.277274,0.351205,0.048029,-0.593092,0.000954
1756810448.200673,-0.398497,0.001701,-1.604182,-0.017860,0.377830,-0.074920,0.040219,-0.003838,0.078316,0.045922,0.435299,-0.104429,-0.598496,0.001034,-1.155968,0.881856,0.303074,-0.048485,0.035193,-0.000748,0.078870,-0.169405,0.409629,0.077521,-0.598496,0.001034,-1.467532,-0.465113,0.402387,-0.094118,0.107473,-0.036408,0.077462,0.231881,0.344980,0.172404,-0.598496,0.001034,-1.499598,0.452300,0.439108,-0.083269,0.018289,-0.017808,0.078833,-0.242633,0.360993,0.115472,-0.598496,0.001034
1756810448.340379,-0.406360,0.002044,-1.611705,-0.014082,0.376272,-0.067690,0.042320,-0.020788,0.078229,0.211675,0.396590,-0.020284,-0.606359,0.001377,-1.160651,0.885640,0.302972,-0.046881,0.040214,-0.001898,0.078666,-0.144920,0.417693,0.083889,-0.606359,0.001377,-1.472122,-0.457321,0.396292,-0.019967,0.061756,-0.063442,0.075835,0.220624,0.266116,0.288112,-0.606359,0.001377,-1.507485,0.454687,0.436451,-0.065573,0.037442,-0.023536,0.078701,-0.168494,0.390459,0.147238,-0.606359,0.001377
1756810448.474157,-0.412070,0.002561,-1.616763,-0.010555,0.374148,-0.059980,0.044767,-0.031631,0.078104,0.126196,0.430649,0.033426,-0.612069,0.001894,-1.164592,0.888903,0.302672,-0.056824,0.037627,-0.004708,0.078340,-0.157266,0.410836,0.094796,-0.612069,0.001894,-1.473010,-0.453034,0.391445,-0.006681,0.043923,-0.056421,0.074560,0.214847,0.289450,0.269370,-0.612069,0.001894,-1.512344,0.458139,0.434814,-0.059430,0.045625,-0.018872,0.078478,-0.213722,0.375062,0.127206,-0.612069,0.001894
1756810448.718039,-0.415736,0.003064,-1.620726,-0.006453,0.371748,-0.042744,0.059389,-0.027873,0.078202,0.038370,0.447965,0.018838,-0.615735,0.002397,-1.168675,0.892392,0.302588,-0.044446,0.047836,0.001420,0.078476,-0.167527,0.411838,0.069459,-0.615735,0.002397,-1.472793,-0.449342,0.388150,0.015565,0.045387,-0.023242,0.073600,0.235546,0.358716,0.135429,-0.615735,0.002397,-1.517031,0.461737,0.433120,-0.057750,0.043628,-0.025551,0.078750,-0.253099,0.336570,0.158625,-0.615735,0.002397
1756810448.942931,-0.421980,0.004274,-1.627096,0.004208,0.366669,-0.042296,0.071110,-0.045351,0.078296,-0.074718,0.429951,0.109813,-0.621979,0.003608,-1.175156,0.899818,0.302906,-0.035393,0.044348,0.001659,0.078691,-0.175473,0.408844,0.067497,-0.621979,0.003608,-1.473048,-0.435172,0.392800,-0.029172,0.135773,0.045671,0.071886,0.212019,0.354140,-0.179256,-0.621979,0.003608,-1.524737,0.468745,0.426901,-0.047746,0.030499,-0.044716,0.078960,-0.241061,0.288196,0.247655,-0.621979,0.003608
1756810449.246365,-0.427039,0.005408,-1.629124,0.013873,0.360330,0.000079,0.068529,-0.041047,0.077495,-0.197914,0.391622,0.099811,-0.627038,0.004741,-1.179517,0.906105,0.303449,-0.031438,0.048739,0.006290,0.078790,-0.187195,0.406533,0.046790,-0.627038,0.004741,-1.476985,-0.418222,0.392398,0.001317,0.083560,-0.024651,0.070506,0.194077,0.381927,0.137717,-0.627038,0.004741,-1.530233,0.474829,0.421354,-0.030032,0.057735,-0.038524,0.078998,-0.264669,0.284704,0.226702,-0.627038,0.004741
1756810449.388180,-0.434596,0.007361,-1.630200,0.029184,0.354727,-0.008973,0.086961,-0.014712,0.076024,-0.273024,0.357418,-0.014514,-0.634595,0.006694,-1.186209,0.915079,0.303944,-0.033117,0.043951,0.001135,0.078845,-0.181095,0.406478,0.066940,-0.634595,0.006694,-1.471597,-0.405873,0.387982,0.045773,0.063212,0.001352,0.067409,0.180193,0.411481,0.026709,-0.634595,0.006694,-1.535849,0.486081,0.415603,-0.031973,0.053259,-0.014127,0.078870,-0.299329,0.310036,0.129538,-0.634595,0.006694
1756810449.574671,-0.437357,0.008153,-1.630631,0.036283,0.354101,-0.009232,0.093921,0.000196,0.075567,-0.316766,0.308828,-0.082368,-0.637356,0.007486,-1.188778,0.918810,0.303827,-0.030758,0.047190,-0.004330,0.078969,-0.197719,0.394149,0.089752,-0.637356,0.007486,-1.466776,-0.400835,0.388831,0.074159,0.056835,0.023055,0.065713,0.150593,0.417270,-0.075548,-0.637356,0.007486,-1.538485,0.490740,0.413799,-0.032915,0.055506,-0.030279,0.079050,-0.291059,0.279551,0.199088,-0.637356,0.007486
1756810449.776128,-0.441183,0.009323,-1.632398,0.048000,0.354345,-0.018822,0.098906,-0.000664,0.075302,-0.362616,0.255257,-0.076508,-0.641182,0.008656,-1.191618,0.924097,0.302833,-0.020472,0.043445,-0.011026,0.079036,-0.201816,0.384708,0.117347,-0.641182,0.008656,-1.460935,-0.387288,0.396500,0.023211,0.146964,0.079385,0.063100,0.046608,0.286547,-0.343829,-0.641182,0.008656,-1.541911,0.496213,0.409188,-0.023537,0.030406,-0.040207,0.079035,-0.283111,0.252257,0.242313,-0.641182,0.008656
1756810449.951947,-0.444854,0.010525,-1.634781,0.059798,0.353816,-0.013491,0.093519,-0.007123,0.075230,-0.390912,0.218541,-0.043904,-0.644853,0.009858,-1.194092,0.929155,0.301361,-0.021111,0.044059,-0.013293,0.079041,-0.205052,0.380110,0.126377,-0.644853,0.009858,-1.460532,-0.369486,0.402736,-0.003056,0.124123,0.027914,0.061181,-0.065345,0.427445,-0.124583,-0.644853,0.009858,-1.546483,0.498514,0.404947,-0.039605,0.033729,-0.040220,0.079024,-0.292431,0.240747,0.242952,-0.644853,0.009858
1756810450.158889,-0.448495,0.011796,-1.635994,0.071037,0.354572,-0.018365,0.098932,0.013956,0.074939,-0.380070,0.198558,-0.136464,-0.648494,0.011129,-1.196508,0.934356,0.299571,-0.019601,0.044043,-0.015912,0.079067,-0.210183,0.373155,0.138131,-0.648494,0.011129,-1.456259,-0.357331,0.406593,0.051319,0.099880,0.045968,0.058990,-0.170959,0.355529,-0.216502,-0.648494,0.011129,-1.549611,0.505193,0.400234,-0.017574,0.061552,-0.035907,0.079153,-0.306352,0.236490,0.229611,-0.648494,0.011129
1756810450.395648,-0.453001,0.013478,-1.639226,0.085073,0.356723,-0.027002,0.099580,0.013941,0.075129,-0.390532,0.178268,-0.134943,-0.653000,0.012811,-1.199607,0.940491,0.296938,-0.024335,0.043648,-0.022365,0.079030,-0.221973,0.355153,0.164666,-0.653000,0.012811,-1.444986,-0.343606,0.414549,0.096661,0.094327,0.057435,0.055317,-0.239249,0.254005,-0.284209,-0.653000,0.012811,-1.552201,0.512649,0.395637,-0.018363,0.054327,-0.030976,0.079005,-0.318491,0.236302,0.212663,-0.653000,0.012811
1756810450.654843,-0.456770,0.014982,-1.643523,0.099181,0.359218,-0.037095,0.095377,0.013590,0.075779,-0.399619,0.157973,-0.133613,-0.656769,0.014315,-1.202118,0.946064,0.293634,-0.014260,0.037459,-0.023794,0.079052,-0.222761,0.350734,0.172917,-0.656769,0.014315,-1.436708,-0.325219,0.425356,0.025013,0.143423,0.072212,0.052003,-0.244512,0.119957,-0.358225,-0.656769,0.014315,-1.554832,0.519897,0.391065,-0.021502,0.042931,-0.026786,0.079085,-0.329231,0.233152,0.199368,-0.656769,0.014315
1756810451.011050,-0.460929,0.016745,-1.649489,0.113008,0.360429,-0.037727,0.083479,0.005865,0.076801,-0.417293,0.136353,-0.098868,-0.660928,0.016078,-1.204692,0.952177,0.289722,-0.017772,0.040727,-0.024702,0.079032,-0.231373,0.342658,0.177631,-0.660928,0.016078,-1.436197,-0.304170,0.435193,0.006819,0.123898,0.055862,0.050211,-0.333025,0.037524,-0.300310,-0.660928,0.016078,-1.559760,0.523696,0.386629,-0.031679,0.021152,-0.033158,0.079238,-0.325488,0.215760,0.223620,-0.660928,0.016078
1756810451.271235,-0.467210,0.019622,-1.657415,0.131645,0.361679,-0.034170,0.087305,0.006076,0.078102,-0.426185,0.108653,-0.095189,-0.667209,0.018955,-1.208788,0.961154,0.284595,-0.021319,0.037397,-0.022894,0.078983,-0.244668,0.335286,0.173844,-0.667209,0.018955,-1.432000,-0.277325,0.446379,0.021289,0.113578,0.038416,0.047233,-0.386276,-0.019705,-0.230006,-0.667209,0.018955,-1.563951,0.533965,0.377069,-0.015219,0.053001,-0.040715,0.079106,-0.314840,0.199314,0.252371,-0.667209,0.018955
1756810451.519638,-0.472856,0.022436,-1.663629,0.146013,0.362029,-0.029970,0.073573,-0.005898,0.079049,-0.440817,0.085917,-0.045294,-0.672855,0.021769,-1.212695,0.968086,0.279959,-0.020246,0.038385,-0.027642,0.078702,-0.240272,0.323008,0.205607,-0.672855,0.021769,-1.429859,-0.258621,0.452071,-0.006688,0.101475,0.036962,0.045363,-0.386745,-0.071462,-0.219016,-0.672855,0.021769,-1.567315,0.541870,0.370987,-0.024159,0.040896,-0.026126,0.078895,-0.410917,0.151868,0.215485,-0.672855,0.021769
1756810451.746547,-0.477781,0.023438,-1.667797,0.156512,0.360458,-0.034372,0.072701,-0.016334,0.079116,-0.439159,0.099190,0.004530,-0.677780,0.022771,-1.215204,0.973144,0.276392,-0.015662,0.033560,-0.019907,0.078900,-0.316005,0.278469,0.158688,-0.677780,0.022771,-1.428771,-0.244046,0.457092,0.010716,0.103455,0.034748,0.043310,-0.396370,-0.107037,-0.185520,-0.677780,0.022771,-1.571228,0.547633,0.367631,-0.034400,0.030525,-0.023054,0.079061,-0.404596,0.115966,0.159471,-0.677780,0.022771
